,Label,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-100,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-103-1,hsa-mir-103-2,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-10a,hsa-mir-10b,hsa-mir-125a,hsa-mir-125b-1,hsa-mir-126,hsa-mir-127,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-1287,hsa-mir-1301,hsa-mir-1307,hsa-mir-130a,hsa-mir-130b,hsa-mir-132,hsa-mir-134,hsa-mir-139,hsa-mir-140,hsa-mir-141,hsa-mir-142,hsa-mir-143,hsa-mir-144,hsa-mir-145,hsa-mir-146a,hsa-mir-146b,hsa-mir-148a,hsa-mir-148b,hsa-mir-149,hsa-mir-150,hsa-mir-151,hsa-mir-152,hsa-mir-155,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-181a-1,hsa-mir-181a-2,hsa-mir-181b-1,hsa-mir-181c,hsa-mir-181d,hsa-mir-182,hsa-mir-183,hsa-mir-185,hsa-mir-186,hsa-mir-191,hsa-mir-192,hsa-mir-193a,hsa-mir-193b,hsa-mir-194-1,hsa-mir-194-2,hsa-mir-195,hsa-mir-196a-1,hsa-mir-196b,hsa-mir-197,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-199b,hsa-mir-19b-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-203,hsa-mir-205,hsa-mir-20a,hsa-mir-21,hsa-mir-210,hsa-mir-214,hsa-mir-218-2,hsa-mir-22,hsa-mir-221,hsa-mir-222,hsa-mir-223,hsa-mir-2355,hsa-mir-23a,hsa-mir-23b,hsa-mir-24-1,hsa-mir-24-2,hsa-mir-25,hsa-mir-26a-2,hsa-mir-26b,hsa-mir-27a,hsa-mir-27b,hsa-mir-28,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-3065,hsa-mir-3074,hsa-mir-30a,hsa-mir-30b,hsa-mir-30c-2,hsa-mir-30d,hsa-mir-30e,hsa-mir-32,hsa-mir-320a,hsa-mir-324,hsa-mir-328,hsa-mir-330,hsa-mir-331,hsa-mir-337,hsa-mir-338,hsa-mir-339,hsa-mir-340,hsa-mir-342,hsa-mir-345,hsa-mir-34a,hsa-mir-3607,hsa-mir-361,hsa-mir-3613,hsa-mir-3647,hsa-mir-365-1,hsa-mir-365-2,hsa-mir-3653,hsa-mir-374a,hsa-mir-374b,hsa-mir-375,hsa-mir-378,hsa-mir-379,hsa-mir-381,hsa-mir-409,hsa-mir-423,hsa-mir-424,hsa-mir-425,hsa-mir-429,hsa-mir-451,hsa-mir-452,hsa-mir-454,hsa-mir-455,hsa-mir-484,hsa-mir-486,hsa-mir-497,hsa-mir-500a,hsa-mir-501,hsa-mir-505,hsa-mir-532,hsa-mir-539,hsa-mir-542,hsa-mir-574,hsa-mir-576,hsa-mir-582,hsa-mir-584,hsa-mir-589,hsa-mir-590,hsa-mir-625,hsa-mir-628,hsa-mir-629,hsa-mir-660,hsa-mir-664,hsa-mir-7-1,hsa-mir-708,hsa-mir-744,hsa-mir-769,hsa-mir-874,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-92b,hsa-mir-93,hsa-mir-96,hsa-mir-98,hsa-mir-99a,hsa-mir-99b
A0T0,Basal,12.21434068,13.19022414,12.26826966,14.86260141,9.593658602,9.498319496,9.465772299,4.977771528,11.26450485,9.452337362,8.883122427,10.47882845,12.29673906,4.832166205,13.77132932,3.684412585,6.680872227,10.30976331,5.876173388,14.26433853,15.7366543,8.928613165,8.392448308,10.89022979,9.425086228,6.166805352,5.67732316,4.278773784,4.806403109,10.43589101,6.115275051,4.93085048,5.705474201,5.558881703,3.221440609,9.190029572,9.264061286,11.36002376,15.72070069,4.726232761,10.80822969,7.194381596,10.1671217,14.84328211,8.01901451,5.912854051,7.276429843,11.7999918,8.816924915,8.468341658,6.854337586,8.071331704,10.15568932,3.844877257,11.13303503,10.02705378,9.513326861,7.354061911,6.491767507,4.078076433,16.01647657,15.51437622,6.673765341,8.305458892,9.438776138,9.101437724,9.361268472,7.727949233,6.166805352,6.400004528,5.825768434,8.76436789,8.198101483,8.9871187,11.1618931,12.03877002,12.47071425,8.672874513,10.45622568,10.13772357,11.68209021,16.19413423,9.399466109,9.458553652,18.12096722,12.52281321,5.306607992,3.369539248,16.44257455,6.311195261,5.619317557,7.096795631,6.593187825,12.6893215,10.2162527,4.387026674,11.88840826,13.41569834,10.93846857,9.837343584,11.43890714,10.0519344,12.46750712,11.61966432,7.367338339,7.591303181,9.191274348,6.017611792,5.08880284,12.8004507,9.046098389,9.452337362,12.8241144,13.49602339,5.250391982,8.647705363,5.527687081,5.023214498,4.93085048,4.278773784,4.726232761,7.469368122,5.719346375,5.151538595,7.958893517,5.463198355,7.228733101,6.017611792,7.485692993,3.894630292,4.519781883,6.329399857,6.400004528,2.966183553,9.150898961,5.825768434,12.62387657,8.930105094,9.378855829,4.832166205,4.611900085,7.778516152,7.78512645,8.949361063,8.609108672,7.349609145,6.531623496,3.056381362,8.971264749,6.585634431,4.519781883,4.421378179,8.305458892,6.555019063,7.874624601,9.676878912,2.766874745,7.34066217,5.983530797,4.487720674,6.828970866,5.110019326,6.715890816,4.670198726,5.924876579,5.360715397,6.659445669,4.882351963,4.726232761,5.395691535,8.145129455,6.434052009,5.648611864,4.278773784,11.70405782,11.72053231,10.72773479,14.42420974,6.687944276,13.03742964,5.960354475,5.876173388,7.781825087,14.80209388
A0T2,Basal,11.72980159,12.74423742,11.81718587,14.17473509,12.62253146,9.708397138,9.724084089,5.248472543,11.84771426,9.487236421,8.461147192,10.92853458,12.60978974,4.170470031,14.1608892,4.459976648,5.431594847,9.786114263,6.094056915,13.09542389,15.16276775,9.310183785,9.153916102,12.36444511,8.649544523,6.387946962,5.927899728,6.032393896,5.829814728,10.95536449,5.088007871,5.373099197,6.417191782,8.018148848,4.879690635,8.080410723,11.26079253,11.39025318,15.61481941,7.054277013,9.978233822,6.63198196,9.922385967,17.20823213,9.712334895,5.392862452,7.179032044,11.81444072,9.13497135,8.609987635,6.862075092,8.376825489,10.4289052,3.550742112,9.031606183,9.399594021,9.597799505,7.190369588,6.555133881,4.383014666,16.272503,15.67450867,6.997321129,10.59646848,10.24337888,9.335935384,9.253210462,6.938023945,7.272674891,7.480902487,4.85140159,9.00134988,6.572568474,9.212085729,10.27500639,11.12337302,11.57783897,7.335297165,11.71687457,11.36920738,13.69810218,14.92346121,9.587116783,7.179032044,17.42780408,12.65843764,4.459976648,4.123927445,16.34932751,6.232109097,5.135704613,6.572568474,5.800520421,12.90587831,9.530254446,2.837046297,11.41915063,13.25662732,10.35526668,9.25995204,10.59433629,8.725546033,12.29081078,12.08942789,7.895362793,7.915997639,9.111307958,6.656714481,3.550742112,14.18557529,9.56877262,10.32793728,13.40876102,14.57224689,5.644401219,9.329540449,5.594069544,4.934657094,6.032393896,5.158974392,4.170470031,7.526345458,5.135704613,5.770618935,7.448218677,5.33274146,6.728465484,7.060468847,7.390406801,4.075833157,3.747778959,6.243038657,6.464653135,3.147386418,9.746339383,6.854968205,15.07488961,6.903996541,8.877061976,3.685043204,4.422008798,7.029240462,8.8379477,8.303020762,10.11911537,9.392248931,9.372477212,2.441117621,8.758292186,6.951413322,6.243038657,4.026080122,8.760195478,7.167604697,7.029240462,10.05544001,2.441117621,8.928746131,6.71282636,3.807899952,7.842446285,6.285947248,6.555133881,6.209998395,6.019738595,6.492398126,7.26733157,5.559512322,5.181874794,4.602581044,6.71282636,6.243038657,6.106079444,3.747778959,11.30089759,11.26482006,6.736221928,11.356997,6.598331571,12.20572736,6.537486015,7.256585189,11.052919,15.1705483
A04U,Basal,12.82690986,13.81245137,12.82750683,13.99248693,9.859564349,10.45161151,9.913417468,4.665208755,14.15073994,9.115381363,9.897585264,11.25295155,14.2791687,4.643675593,14.0012772,4.665208755,6.184582914,11.72738485,5.914822645,13.21658235,15.0699167,9.773578324,9.076735435,11.89010368,9.585219686,8.065139361,7.666543965,7.186445658,5.104092996,11.46366255,7.774507397,7.508746013,5.941539983,8.671207495,3.738140277,8.605897559,12.04814494,10.70782067,15.58434244,3.260818499,10.57298963,9.973985971,9.077739398,16.09994894,7.48775008,5.055998708,6.123668534,11.92859099,8.647061408,7.884162092,6.131424978,7.400570463,9.532006859,3.369752871,10.26897245,11.57165401,13.38009024,10.85327554,9.410565619,7.160145801,14.00655872,13.8341501,6.398964792,9.626283243,8.786224156,10.86233442,7.397357332,6.62456677,7.703436808,7.893314827,4.127551969,9.796322603,9.533471153,11.38534532,11.03792874,11.88509432,12.35269461,7.598221775,10.74716061,9.970206454,14.44730906,15.10175837,13.08546532,8.538949055,17.85086312,9.337843623,4.665208755,5.165821986,16.21367749,7.226829072,6.278391129,4.826797897,5.072208935,12.38519327,10.63364089,4.748264494,11.48557685,15.64894661,10.78545623,9.49340402,10.92112906,10.12973182,13.30951905,11.12330393,7.197571896,7.276643467,9.353679256,4.919310036,7.125611558,14.25521354,7.266112799,9.038057696,10.60502736,14.15196186,5.29575229,8.926572407,6.162040345,6.060068372,5.072208935,6.100145811,5.119774618,8.249280428,5.702135324,4.577077844,6.418115893,7.535299432,6.833945864,8.773888082,8.40936985,4.188306,4.302638675,4.68642524,4.72794451,4.188306,10.44967396,6.943744254,14.15520534,8.918749874,9.529807628,3.963432589,5.165821986,7.671872485,8.009406013,7.23405159,7.706036259,4.788065502,5.464910104,4.274893685,9.905523084,5.571386732,3.421283172,2.945945162,8.608678658,6.379556046,7.008353335,10.69413801,3.471036207,8.231347381,6.704737119,6.243029186,7.940436583,6.948142718,7.759569955,6.474089531,7.900141473,6.346616372,6.699528828,5.525031097,4.24660464,5.967771525,7.75455624,7.803926157,5.559936711,4.665208755,9.640621551,9.603459691,7.998844509,13.83522652,6.235851584,14.62397626,4.901276113,7.46644407,8.274017997,15.72129949
A0JL,Basal,12.55411238,13.54739072,12.60902555,15.71402877,13.01869035,9.990638456,10.29864069,4.10173913,11.60444346,10.23682352,8.50808043,12.66701212,13.88884639,4.025790277,12.66876889,3.945619928,6.960995154,11.28215837,6.300152688,14.16177681,14.44458308,10.64089794,10.1069318,12.37702799,8.842860354,8.31019236,7.895821695,5.259280407,5.636515874,10.92910219,4.488762253,6.182659125,6.887799274,8.820557377,4.69897996,9.170586293,11.29939689,11.02913725,16.7637056,9.007396126,10.76433904,8.562851232,8.261351757,16.71538104,7.948193872,7.993756449,7.958443968,13.20858724,8.281903316,6.776338843,7.813516392,9.121258581,11.29181704,4.370925763,9.637313604,11.31742768,10.08019293,9.934629144,6.717203719,4.597696625,15.91211508,14.88433839,6.776338843,8.59933512,10.66300259,8.615618533,10.24835676,8.158411579,6.092461316,6.11095766,6.960995154,10.1611876,11.35039657,8.494056553,12.05160324,12.95788529,13.46778107,6.509823869,10.6176411,10.07077506,12.95724655,11.04244801,8.50808043,7.852510524,16.89566022,10.0030702,6.300152688,4.747074249,15.39144771,5.996246001,5.355495722,6.930079077,5.636515874,12.8989018,10.49889265,4.173888916,11.45454654,14.57765439,10.26496948,8.777786606,11.01386079,9.512435082,12.32450308,11.01324635,7.160632819,7.212941692,9.805731411,3.460193101,5.225727847,16.08779082,10.69553723,10.45703375,14.63748805,13.93288394,6.70508016,8.521969298,6.509823869,6.930079077,5.355495722,6.481672828,5.00616147,6.741149415,5.871619347,5.711154674,6.423667225,5.976208248,6.729226247,8.349666643,8.257206079,5.502837438,6.217216347,7.761780747,7.807858757,4.649226925,9.588651485,6.70508016,10.57747256,7.059510895,9.12353772,4.597696625,4.69897996,8.180471566,7.807858757,9.461094504,8.27371779,11.41182752,3.770533221,4.025790277,11.11640342,8.071365481,8.897154439,6.481672828,8.472761774,6.591123971,6.82196146,10.33351416,3.064264425,6.617236811,6.91962472,4.025790277,9.809982971,6.408793948,6.452961532,5.610752777,6.604239471,6.467388602,6.866185461,5.292070342,5.530582429,4.924861368,4.793616835,7.204354196,5.849759913,3.945619928,12.50163323,12.50053762,8.685159466,12.86797071,7.581208502,12.84588297,5.156186914,6.877032843,11.0716606,15.79394106
A147,Basal,13.11640532,14.12193953,13.13270161,14.67716565,10.39668997,10.99062114,9.927010901,4.870606764,13.30949419,9.365037089,9.647436819,11.78672645,13.46910853,4.536187725,13.88270146,3.98225212,6.07871496,9.743378927,6.228563168,14.91677427,14.89219307,10.66815649,8.750718029,10.70291481,9.00603596,7.325508725,6.55178458,8.323995672,4.042373113,11.94791362,8.236627443,6.736002299,5.525695352,7.559520229,4.042373113,11.10736327,11.82091964,12.63627868,14.86504149,3.472057388,8.679145679,8.884017684,10.3416746,15.4210108,8.003202515,6.986083982,11.37146009,11.50531352,9.137608649,9.39416872,6.034993582,7.830675292,9.54984417,3.285644264,11.11087722,10.99252726,10.24344681,8.596335387,8.456950496,6.020120306,14.75245911,13.55142095,6.3760305,10.01215607,9.326264656,8.98512697,8.320964799,5.685051111,5.974557728,5.911479046,5.27315332,10.21841902,8.006979206,10.48260669,11.46503863,12.40807065,12.94145254,8.420601605,10.62641523,10.00650766,14.57460975,12.88112683,12.59249165,9.24384695,18.0456992,10.10494246,4.310306318,4.310306318,15.82730002,6.986083982,6.135022401,6.410656843,6.316406517,12.59484617,11.29126881,5.195847593,11.02641368,14.35133894,10.86982924,9.199977842,10.25301961,10.47376411,12.54992507,12.45927833,7.893229673,7.872678114,9.34578112,5.911479046,3.853928023,14.85515618,8.157284012,9.519759684,12.93291659,14.75828259,5.895268819,7.447253997,5.567214621,6.661282945,5.646831789,6.121150226,2.51512611,7.480231319,5.567214621,5.247842231,8.406373728,5.141908786,6.592570195,7.390559274,9.526353365,3.285644264,4.577410388,3.637116634,4.536187725,4.100088611,10.91726039,6.699126296,12.74004993,8.204096301,8.073321701,4.617487827,3.472057388,7.407802846,6.266867057,7.644409127,7.361353924,5.222079135,6.477511818,4.493752459,11.17018324,6.020120306,4.450031082,3.182550771,5.740546224,3.98225212,6.50981231,7.677961686,3.472057388,6.340552605,7.270013612,7.172497106,7.73827605,5.776391423,5.793985483,5.722284017,7.199152738,6.50981231,7.692105869,4.155583723,4.9033967,5.114163796,7.016377904,6.202450328,4.96682208,5.911479046,13.94462516,13.97789901,10.51810654,14.46583209,6.699126296,12.76130782,5.222079135,6.254211756,9.158133406,16.32668379
A0B9,Basal,12.05760693,12.99314882,12.01354765,13.8800589,11.46088841,8.094053424,9.888673811,4.477794793,10.65228251,8.632168791,8.588884693,12.7233058,14.41523315,4.834729338,12.27346424,3.599101089,8.901113467,10.76157363,6.419691838,12.06209802,14.08924029,10.44459114,9.286053376,11.33643022,8.637843115,6.222333607,5.633589466,4.91169132,4.527547828,10.89075455,8.250384297,5.883309518,5.274261399,8.130734088,3.930306998,8.522955692,12.81741042,13.61316657,14.85658398,2.892832292,8.660319831,8.212860854,10.52945691,16.59464601,8.150716333,5.214760387,12.31788252,11.46807296,6.916367807,10.29819772,6.748192587,7.861650637,10.80130392,5.01994421,11.99763793,10.66484294,10.64947639,9.782536377,8.767732774,6.779331099,16.09929244,14.85365353,4.753429236,9.076402383,9.211910149,8.917534564,7.871316972,4.527547828,6.128720556,6.160604617,4.317330121,6.509090924,7.851919099,7.670044341,9.715696588,10.73336178,11.24132751,9.139760363,10.03883145,8.867699682,14.39427668,12.69823677,11.43137862,10.31334661,17.41598474,9.608523396,3.168466735,4.667272592,14.60434078,8.154679783,7.787011836,6.49665382,5.152699419,13.16078938,9.287859002,3.774187796,11.89327713,13.44565304,11.31931776,8.990310026,12.00753356,8.491962125,12.32493458,12.21796019,8.250384297,8.254083517,10.48843331,5.274261399,3.288760969,17.176922,8.329653399,10.41267543,12.83496092,15.013019,6.533648028,9.408946996,5.633589466,5.610689064,5.087848275,5.563768016,1.452259701,5.993632933,5.742936862,4.259614623,8.022115309,5.656132034,5.054295715,7.792109704,8.294160956,4.667272592,5.844577124,3.399792281,3.288760969,3.930306998,9.321743385,5.721720376,12.69942431,7.619319369,8.884503308,3.774187796,3.930306998,6.521421725,7.474627514,7.802251714,7.248531124,5.539722542,4.426264492,2.892832292,9.480165697,6.49665382,3.854358144,3.502885774,7.210958817,5.12063821,6.545771587,8.952105588,2.551795374,6.779331099,6.809811706,4.622184702,6.557794115,6.079533007,5.67832778,5.610689064,8.174335333,5.784456131,7.499773162,3.168466735,4.622184702,5.01994421,5.18406359,5.274261399,4.199493631,4.071169534,10.00520321,9.98531127,10.17189298,15.60011195,5.824813869,11.98739619,4.948685527,4.834729338,9.925095571,16.17015793
A1AI,Basal,12.12586271,13.13722659,12.19313216,14.26632562,11.29762348,10.27783848,8.475639112,3.007604635,12.42000735,9.282258653,9.460983583,10.10341804,12.93717452,3.888960138,14.40688256,4.782044934,6.396301742,10.33285091,6.291058582,12.82079513,15.15616484,8.851112508,8.948265967,11.4087087,8.074826684,7.681518058,6.944552464,7.576660745,6.035801527,13.35336002,7.255532148,5.359589964,6.259523008,7.407135548,4.642320171,9.205726528,11.70566955,13.70003661,14.08915815,5.235410552,9.00641772,9.546763446,10.20106515,17.83896658,7.986089314,6.831139484,11.64975136,11.90735905,7.164818585,10.72510069,6.731220675,8.612986677,9.46271551,4.432102463,10.58264621,10.51414712,11.44069586,8.590984365,6.352134159,3.969130487,15.40236347,15.13368074,6.64842037,9.644610769,10.09562569,9.94145056,9.566226743,7.589399856,6.108405276,6.439157221,4.736957045,6.507869971,7.602027465,10.69962357,10.49903583,11.35003025,11.77422072,8.233382871,11.56199153,10.07539278,13.70973174,12.04435666,13.06566759,8.668069742,17.46075679,11.80287533,3.617658117,3.713873432,15.95095808,6.742670696,6.754030558,6.64842037,6.547579681,12.13022832,9.027634206,3.403533311,10.55043287,14.13868312,9.935226672,8.821723259,9.918917772,8.619211908,12.80927045,12.5600715,9.137971977,9.182793032,10.71714197,3.514564624,5.939586211,15.72420978,7.421455219,10.23287551,11.5792575,14.70665191,4.868201578,9.35679855,7.012342554,7.333324309,6.090594,6.27537696,3.888960138,6.754030558,6.547579681,4.690414459,8.372545619,6.243492899,7.576660745,4.94950168,9.022946322,4.432102463,4.117229126,5.446177649,5.501144108,3.888960138,10.32430298,6.259523008,10.15253116,9.501986557,7.768105743,2.847139963,3.403533311,8.746941133,7.198468974,7.722573127,7.399922058,7.206760348,7.620764027,4.374386966,10.27093562,9.165882127,5.978845642,4.185941876,9.330481559,7.876021083,7.681518058,10.70840936,2.21910874,7.068016152,7.449675093,6.072560077,7.021771967,5.770904377,7.32573116,6.072560077,8.536110154,3.888960138,7.751198967,5.702191627,4.432102463,5.417888604,6.507869971,7.681518058,6.017064964,5.702191627,8.379896947,8.289107676,10.05945752,14.30937156,8.019420385,13.5072932,5.473922639,7.239457385,9.35679855,14.20627584
A14X,Basal,12.97697695,13.99433362,13.00602171,14.46468016,11.39384304,9.6121111,10.75509971,3.835942109,12.75609276,9.833992709,9.30223891,12.99740062,14.21557452,5.011791945,13.61334965,3.871131538,5.901233569,9.635323677,5.690848961,13.7556331,16.05982092,10.56133993,9.703411533,13.26956619,9.248890865,6.493271587,5.951419327,6.811241668,4.237559093,10.8559789,5.444459338,5.660999033,6.441535943,8.253482116,6.129087303,9.657538954,10.74565003,13.30196191,15.40082668,5.804431136,10.3819791,8.65280725,9.74727861,17.28685581,8.000911094,5.296992006,11.59913398,13.20660261,7.81010881,9.575243512,6.293753632,7.843713475,9.428675976,3.518459919,10.72626269,10.21953974,9.066422207,7.657223989,5.660999033,2.705545472,13.78652501,12.63640266,5.901233569,9.62634089,10.1428758,9.159205415,8.068792333,5.011791945,6.193059632,6.387875809,5.244284956,8.876011924,9.301432935,10.0812894,10.88397481,11.70394531,12.12914408,7.807840421,10.57240668,9.90680844,13.12655833,13.90821534,9.574576524,8.847583516,17.21229029,8.499610018,4.879796399,5.786110953,15.95254679,6.736883438,6.164977091,6.643297031,6.260963697,12.25092743,9.209048928,3.32898212,10.50259351,13.50059789,10.90588079,9.135885,10.07705724,8.274990582,12.15926102,12.48384463,8.647742936,8.814069929,11.18641753,3.685916665,4.635643459,14.80182435,9.400350389,9.438973103,13.44480154,14.57758595,5.501716655,8.411224555,5.875470473,6.429782761,5.875470473,5.512900394,4.947303218,7.079174874,5.776862876,5.512900394,8.376440914,5.396958914,6.287254995,7.208619107,8.458265137,3.562181297,3.905483042,3.905483042,3.971825537,4.035250917,10.03694664,5.97587237,12.09105813,8.816328551,9.004382092,4.507319362,5.10342242,7.041056539,7.775702687,9.389772845,7.745205559,7.32739935,6.00784476,2.139948296,8.200860346,6.332142461,5.831482461,4.341582157,9.066422207,6.961658511,6.797588301,10.97801764,2.625375123,7.747574517,6.441535943,5.230801726,10.96890985,7.105270844,6.150728135,5.804431136,7.964716149,7.863506857,7.130903156,5.918156872,5.118143926,4.316271069,6.75583537,6.663510252,5.795300125,5.088549144,14.2697851,14.25224444,9.76609536,13.91833759,7.269231313,12.36948815,4.154303589,6.306663741,10.31846377,16.50544783
A12V,Basal,12.24642942,13.26247255,12.25729757,14.10106236,11.11010878,9.750815609,9.330031353,4.916621522,12.51523046,9.923576517,10.01758184,12.52074483,14.67376234,4.855867491,13.45013189,3.989134022,4.886564288,10.00014197,6.511465534,13.82793628,16.06190372,9.899321131,10.40781344,12.77543569,9.878473944,7.438242197,6.985593664,6.229598016,5.78431423,10.44050677,6.747161232,5.259223185,6.010195637,8.813562457,5.592833085,10.23519927,9.796994001,14.25143618,15.78708952,6.531027801,10.87441169,9.529205065,9.924501322,16.55377389,7.822520234,4.044629134,12.90360709,11.30769898,7.69391921,11.59791428,7.433052641,8.093141712,10.18360121,4.620489428,9.047178817,10.7830401,10.14126971,8.487885478,7.006706651,4.247446017,15.15082168,14.46230255,6.253346619,9.134491802,9.948340486,8.915691651,8.384143041,6.836344933,6.366557229,6.366557229,6.276710612,5.162198731,8.748206284,9.55332088,10.93394654,11.79256875,12.26699118,6.890355867,9.652657245,8.57997788,12.26571462,8.497860937,11.97391546,7.369276731,17.81326407,6.949703877,4.82450332,5.456260032,16.2980697,8.891302207,7.29112327,9.390180834,6.956953616,11.87596626,9.407482735,3.931418524,10.86673394,13.48416603,11.64468228,9.677007107,10.65906119,8.891302207,12.86811655,13.64296259,9.648185502,9.647065397,12.35708403,4.098068393,4.38279787,15.63933224,9.110311989,10.2418922,11.9788207,15.01862426,6.333516968,9.953786337,5.611329429,5.5358772,6.704725965,5.924038994,4.149598694,7.728219668,6.010195637,4.886564288,9.705264184,5.924038994,7.401517068,7.736668858,9.660449598,4.792442111,4.974920163,5.058175666,4.916621522,5.003209207,10.60470957,7.120839701,9.683577266,8.260688594,9.181668595,4.9460653,4.855867491,7.680843335,7.538295801,8.086546524,6.130489871,8.924963502,3.602110899,3.989134022,8.921261909,7.214554136,6.451135,5.456260032,8.57997788,6.713313461,7.990900948,10.11720418,3.174689675,7.518832504,6.130489871,4.583495221,8.480358356,4.974920163,6.844185686,5.629591635,8.881810758,6.890355867,6.143257167,5.282492965,5.350131681,5.084893005,7.133692303,5.211526443,5.350131681,5.030954198,10.48067277,10.49817156,7.980266784,12.76579283,6.796488944,11.92692612,5.751336908,6.130489871,10.3149465,15.48201809
A1AY,Basal,12.93567986,13.93754522,12.95890466,14.67280675,12.19942078,9.513913196,10.09078595,4.067755744,12.72217803,9.621428017,9.825431833,11.74618508,12.80362746,5.035089555,13.82401332,2.859647549,4.715912071,10.52694265,6.263761399,13.25259409,15.40950689,10.19179988,9.569147355,11.40294609,8.972491455,7.174094062,6.612691351,5.385370846,4.477399985,11.36621163,5.548561014,5.695153511,6.381044921,7.721055375,5.141217906,8.506485541,10.91436881,10.68751037,14.85113274,4.305447302,9.692973884,7.983233836,9.07914991,16.33969343,8.269623638,5.259054396,7.754883303,11.62726125,7.475372303,7.741447163,7.374531614,7.599719054,8.666113838,3.427931308,10.55841208,10.85789753,10.26874582,8.955135516,8.019866732,6.196423408,16.12586361,15.2709485,6.23528623,8.972491455,10.58027511,10.17002528,9.116059608,7.091778973,7.228078746,7.499518391,4.376705985,9.048108502,7.820248731,8.451846801,10.72126928,11.51945895,11.88535991,7.387528954,9.933512094,8.937568236,14.15464453,13.49135775,12.04785268,9.080484504,17.65782079,10.60506108,4.509461194,4.477399985,16.24864369,6.59785631,5.828215041,6.850289494,4.715912071,12.82836399,8.996727021,2.955862864,10.91661221,14.29619756,9.554815829,7.836137604,10.13127156,8.134808766,12.67116066,10.91885213,6.998846035,7.159013489,8.524248085,4.477399985,4.067755744,16.48501394,7.813843859,10.11768555,12.84700958,13.83181034,3.932403891,10.45570875,5.815447745,5.485482331,6.620052056,5.385370846,4.305447302,7.153951396,5.120607626,6.263761399,6.544698374,4.79608242,6.513419207,5.681146653,7.988930566,2.249594067,3.49351965,4.944181059,5.120607626,3.287068772,9.54131006,5.240071293,9.263173863,7.330341481,8.508469991,4.268453094,4.821845516,7.475372303,6.497521581,8.626462009,5.99601999,5.141217906,3.729587008,4.74313354,9.155851763,6.42373132,4.896484317,3.674091896,8.91380741,6.663444651,6.64191149,10.29254938,3.674091896,7.39183551,6.612691351,4.151413673,7.748180875,4.715912071,6.007291103,4.715912071,6.381044921,3.884309603,7.307728243,5.533048014,5.436294781,3.427931308,6.779743683,6.273129582,5.926479057,4.74313354,11.24350078,11.23063552,10.21689618,14.021583,8.562954499,14.23997799,5.638291174,7.298582761,10.07212297,15.6687573
